Product ID,Machine failure,Prob
L50896,0,0.0056305000098660725
L53866,0,0.0016908070019874602
L50498,0,0.0078140815257651
M21232,0,0.009510088375897657
M19751,0,0.015782498197955807
L49438,0,0.008511635348383019
L50286,0,0.015163540952990771
L52589,0,0.014028883703205798
H37110,0,0.0008163084474650665
L54886,0,0.0013727205339714576
L53059,0,0.006608452100372644
L53774,0,0.00581819064060151
L55446,0,0.0018176281825277227
L53162,0,0.003698414453498318
H39207,0,0.003053876548134771
L54230,0,0.02012352700018387
L53281,0,0.0016421914384581804
L52914,0,0.06253682261222848
L54235,0,0.005287534771336058
L55097,0,0.0029364855628247763
L53941,0,0.020615001662612934
L49385,0,0.0127815759932898
L54008,0,0.10674459957108318
L53337,0,0.1248176683222066
L53866,0,0.013489273834510332
M23754,0,0.002869891005456915
L54839,0,0.002789689334052391
L52311,0,0.03306838304366452
M17660,0,0.032839367571315184
L52702,0,0.017264169074104257
M19157,0,0.017658213288645162
L54272,0,0.0079701224426035
L53789,0,0.0026657173406665104
L49054,0,0.1098544631392239
H33443,0,0.00422933390917944
L55348,0,0.006730012165121099
L48284,0,0.0023868757791925353
L50888,0,0.00448852348358531
L57029,0,0.0016465857230483323
M18281,0,0.01090794797276586
L53358,0,0.002336706334040329
L53158,0,0.006942486911001158
L51621,0,0.057694897960990324
L50200,0,0.03506953955183796
L56242,0,0.0037525759053680385
L55123,0,0.004075864096892466
M18047,0,0.010960217625992237
H33435,0,0.01946886131194025
L52866,0,0.006101549784211935
L48859,0,0.005446642439569809
M23560,0,0.001966634251769853
L56672,0,0.02049061795119939
L50999,0,0.00803916645092244
L52832,0,0.24728232131317873
M17973,0,0.01097580516139635
L49757,0,0.001408213716525391
M17487,0,0.0033594766662432556
L54766,0,0.00512236003651563
L56111,0,0.0021859281264205296
L50085,0,0.018028325236471375
L56257,0,0.0016320186869771196
L52701,0,0.14883142474810473
L49192,0,0.011390941537164422
L47452,0,0.006873826628568145
L54361,0,0.009086068490894533
L47371,0,0.0017078920518944756
L55951,0,0.0062506833297615964
L52628,0,0.013902604205302902
H32498,0,0.004074357453414402
L56649,0,0.03497953487107346
L49385,0,0.003271373940394234
M15776,0,0.0009445738333037704
L55435,0,0.002021361302724496
H34591,0,0.015255216457802818
M19563,0,0.01323194623562522
L48576,0,0.0015555793659221904
L52330,0,0.0017883183498354324
L56970,0,0.00553813148421431
M15252,0,0.0010421137170051387
L49527,0,0.0021292446484911364
M16982,0,0.014963253519624471
L47297,0,0.0032054781388167084
L50606,0,0.05856273036487299
M16370,0,0.0012729786881562474
H33781,0,0.028548057511019038
L56397,0,0.003915363092472559
M21483,0,0.008059077039070875
L57070,0,0.00870873350702366
M16052,0,0.0031813862924257607
L54577,0,0.0023964330556505474
M24851,0,0.010783951883098393
M19041,0,0.007252996676027847
L55508,0,0.0026390773752094855
L56192,0,0.007998815299178393
L56161,0,0.0017795211082168325
L56536,0,0.0019680153395100403
H32205,0,0.013871119781674652
L49730,0,0.023123291643860077
L50199,0,0.03655286731829403
H38244,0,0.0009061233025694981
L53561,0,0.022863177365069143
M22001,0,0.01241568127396853
L55669,0,0.008000174357488198
M17794,0,0.01650818175097983
M21371,0,0.011553747485057697
L55232,0,0.0004710711407395423
L55275,0,0.0049084986791388075
M18375,0,0.00680048514245108
L54514,0,0.0014185974841053636
L55334,0,0.01466964355985398
L56947,0,0.001722792062516154
L50157,0,0.0049262479671862884
L54505,0,0.0008555318739110074
L53676,0,0.014426787616460414
L54207,0,0.025156914956169937
M21304,0,0.005802713010675559
H36114,0,0.008685240056867466
M17132,0,0.0013144886238019417
L52995,0,0.007612541564305613
L53986,0,0.005446667142677598
M18784,0,0.007297393213950628
M17132,0,0.030650654650826382
H38289,0,0.0013052127124193614
L55218,0,0.0023732043145664513
L55779,0,0.0025659164641249677
L54810,0,0.006260909744879258
L54222,0,0.06522984062007885
H34462,0,0.020528370980931507
L55218,0,0.009436737853484726
L53135,0,0.0122088621251637
L56170,0,0.006448499114650402
L50587,0,0.017433364730121827
H34783,0,0.02240625597977566
M24538,0,0.004125029035404244
L48817,0,0.007015043401559398
L48894,0,0.002854191169438281
L51740,0,0.1104118407443426
L53245,0,0.00189870167097994
L56007,0,0.012084619057184356
L52052,0,0.012487486604896219
L49953,0,0.01375130539074262
M15169,0,0.0013493728725576036
M19264,0,0.03643508334674277
L52562,0,0.011998576718392858
L55619,0,0.00242891892184907
L53152,0,0.0189815424648316
L47922,0,0.0024423662817524335
L49680,0,0.0189960652218915
L50166,0,0.018425834428393125
M15924,0,0.00268976833069671
L57008,0,0.021260152829620033
M21993,0,0.0028147996502791385
M24201,0,0.002426233513541649
L54209,0,0.0018076901048351794
L53824,0,0.0025917150607878076
L56041,0,0.003597631035785408
L55016,0,0.011249608358784654
L49941,0,0.38855215349653566
M15586,0,0.001470258049952466
L53585,0,0.022868638327000406
L52846,0,0.007554258173279444
M14882,0,0.0034222412929677966
M20841,0,0.014081794804382146
L54828,0,0.0326580641467655
M23185,0,0.018906688189273883
M22511,0,0.0008228144374129652
L47465,0,0.0031943558521967358
L53620,0,0.0021301268918330154
L56162,0,0.002527985987965387
L54253,0,0.018399533071174864
L48325,0,0.005239155718813352
L56822,0,0.002897522559715978
M17778,0,0.024589092175424345
L57160,0,0.027921858855053223
H31955,0,0.00653711800923343
M17043,0,0.0026011679337019046
L49868,0,0.024650046000483126
L54170,0,0.005211948332808629
L49210,0,0.010284780050975233
L53004,0,0.008583408839065455
M21924,0,0.020810964987521455
L48726,0,0.013875120306142042
M23130,0,0.0018440864248805186
M23527,0,0.00406133441019243
L47892,0,0.005592634177645853
L50573,0,0.0017792704425910917
L55483,0,0.000762604982348201
M21288,0,0.0034389784385111147
L53730,0,0.04380103830713597
L49662,0,0.00394263410089166
L57001,0,0.002164308628309777
L56059,0,0.0023167450361051274
H39336,0,0.004288159062519222
H36399,0,0.0028884861928906913
L47416,0,0.0014654856769910254
M23751,0,0.003245807326662738
L55695,0,0.009319594298707556
M22710,0,0.000350176261932819
L50039,0,0.012474614404427504
M19160,0,0.012394039571340503
M20933,0,0.0008170713265702291
M21922,0,0.0027312788482642936
L56376,0,0.020708255788893022
L55763,0,0.01104837301780452
L55950,0,0.0024605633162402846
M20212,0,0.004693889805223542
L49855,0,0.05912224475479701
L51769,0,0.08244413872689607
L56352,0,0.0076842904115181545
H36250,0,0.10610916498289458
H31072,0,0.015832368368963932
L51183,0,0.07198883107295828
M17626,0,0.003936375010526032
L47333,0,0.0041828987076734
L50408,0,0.2789695184158056
L54368,0,0.0015474082942796878
L55230,0,0.0012804005235678615
H39169,0,0.0006848734917365203
L49573,0,0.05241427767404086
L52110,0,0.11768513661427747
L49085,0,0.0036556849074358085
L50553,0,0.01815518074647891
L57118,0,0.0017205947057985051
L51575,0,0.044233645958604295
L51137,0,0.003430431612950108
L47435,0,0.003544774878475563
L56906,0,0.014874603199757162
L53478,0,0.015931999662756314
L55583,0,0.00971462259793429
L53554,0,0.0038831847164376193
L56403,0,0.004283059512260438
L50966,0,0.004553685681667329
L53770,0,0.01522915518265454
L53271,0,0.04702522090518271
L52888,0,0.006094976861765684
L50342,0,0.10317603458228011
L56101,0,0.0024166703304192407
M23604,0,0.00043205923542602166
L47319,0,0.09971550148975909
L50821,0,0.010135400027164239
L56667,0,0.006064583583083893
L53162,0,0.016249301085521105
L55512,0,0.002806133552869671
L49957,0,0.005616156631125967
M23294,0,0.0025144788391982483
M22987,0,0.0007300254968287507
L51220,0,0.008479772276112517
L53263,0,0.00809196565917981
H30090,0,0.004608297780098502
M23169,0,0.0024380033567097917
H38897,0,0.0027621658601031914
H39306,0,0.01524644682075848
L56869,0,0.0030070966577801137
L55853,0,0.0033072488021231835
L54986,0,0.002734916775251199
L51908,0,0.021446492519409357
L54982,0,0.03703779719283545
L56907,0,0.005524984884511456
H39303,0,0.009796844744397536
M23774,0,0.01757311542256808
M22245,0,0.022909958381885108
M19597,0,0.014021406802552977
L51758,0,0.10641607832437648
L53345,0,0.008129224112102535
L48006,0,0.0009487490441483017
L57152,0,0.0010354021196938702
L54235,0,0.004512291944676183
L53076,0,0.022992581345390003
M23720,0,0.0006664958196131484
L49061,0,0.027604744585304507
L49764,0,0.012054154723189577
M17973,0,0.0041621005648325455
M15349,0,0.004751147439240448
L48489,0,0.001709927690973755
L52112,0,0.04224697203062683
L47647,0,0.0006507016730194798
L55149,0,0.0006784494306527167
L53202,0,0.002727357807872577
M15767,0,0.011387097585597078
L50363,0,0.05975197527637737
L47359,0,0.0002569600016454644
L56425,0,0.004243316221896149
L49209,0,0.011246135096730515
L56199,0,0.0004020989489280982
L50620,0,0.005155910997614907
H35949,0,0.04095653310104842
M17657,0,0.033019439798838
L56716,0,0.0026246470588316916
L47584,0,0.0145415351084231
L52558,0,0.08224852692854664
L47427,0,0.006844118327294795
M24081,0,0.00020237655644836963
M15279,0,0.0036735888710202388
L47616,0,0.001771962861161678
M21604,0,0.007285138776548318
L49077,0,0.00540434867426925
L53503,0,0.00830568746993963
L53184,0,0.002435974442672408
L54071,0,0.002862740903495011
L53335,0,0.0014506198829150351
L47897,0,0.006283580233793932
H30792,0,0.0006062536965886454
L49478,0,0.0513358827692706
M18462,0,0.010313232589831503
L48897,0,0.004424983328607781
L54766,0,0.00364469273413804
H35640,0,0.0020434234672616486
L54827,0,0.005448741159705135
L50763,0,0.0024740124683646668
M24309,0,0.0048198375725973155
L56895,0,0.019485466102190735
M24711,0,0.004102828153518456
L49054,0,0.11552145251694033
L52597,0,0.007657417643278309
L57131,0,0.0079447176465234
L55017,0,0.003389876948596381
L52484,0,0.02421835606987112
L54040,0,0.005188431146578726
L49087,0,0.004164759256316239
L47351,0,0.0016989691947498543
L49688,0,0.0010759440729362572
M15131,0,0.011295514246341776
L54159,0,0.004555047257200277
L52937,0,0.0014077409810736663
L49478,0,0.08171998237515889
L52316,0,0.006469591433589316
M19232,0,0.08479577057308789
M19269,0,0.003537897395330413
H38515,0,0.02332481503428631
L53699,0,0.004215017530700442
H36081,0,0.004289981736694338
M16449,0,0.0033871869518099186
M18293,0,0.0021794014539761957
L50106,0,0.15513734202318474
L54082,0,0.007123653095420938
L50899,0,0.003758131557284699
M17771,0,0.015534871156798514
L48834,0,0.010033278691370058
L55142,0,0.020845575611803304
M18080,0,0.004113431364038748
H33555,0,0.005025103094696854
L51419,0,0.006243370932332168
L52773,0,0.01228734428444579
